182,12,0,"Garrick's Head",1,0,-1,1,0,0,0,1
193,4,1,"Tattered Cloth Vest",1,5,-1,5,1,0,0,0
194,4,1,"Tattered Cloth Pants",1,7,-1,5,1,0,0,0
195,4,1,"Tattered Cloth Boots",1,8,-1,5,1,0,0,0
200,4,1,"Thick Cloth Vest",1,5,-1,22,17,0,0,0
201,4,1,"Thick Cloth Pants",1,7,-1,22,17,0,0,0
202,4,1,"Thick Cloth Shoes",1,8,-1,22,17,0,0,0
203,4,1,"Thick Cloth Gloves",1,10,-1,22,17,0,0,0
209,4,2,"Dirty Leather Pants",1,7,-1,5,1,0,0,0
210,4,2,"Dirty Leather Boots",1,8,-1,5,1,0,0,0
236,4,2,"Cured Leather Armor",1,5,-1,22,17,0,0,0
237,4,2,"Cured Leather Pants",1,7,-1,22,17,0,0,0
238,4,2,"Cured Leather Boots",1,8,-1,22,17,0,0,0
239,4,2,"Cured Leather Gloves",1,10,-1,22,17,0,0,0
285,4,3,"Scalemail Vest",1,5,-1,22,17,0,0,0
286,4,3,"Scalemail Pants",1,7,-1,22,17,0,0,0
287,4,3,"Scalemail Boots",1,8,-1,22,17,0,0,0
414,0,0,"Dalaran Sharp",1,0,-1,15,5,0,0,0
422,0,0,"Dwarven Mild",1,0,-1,25,15,0,0,0
537,15,0,"Dull Frenzy Scale",0,0,-1,1,0,0,0,0
555,15,0,"Rough Vulture Feathers",0,0,-1,10,0,0,0,0
556,15,0,"Buzzard Beak",0,0,-1,1,0,0,0,0
647,2,8,Destiny,4,17,-1,57,52,0,0,0
710,4,1,"Bracers of the People's Militia",1,9,-1,14,0,0,0,0
711,4,1,"Tattered Cloth Gloves",1,10,-1,5,1,0,0,0
714,4,2,"Dirty Leather Gloves",1,10,-1,5,1,0,0,0
718,4,3,"Scalemail Gloves",1,10,-1,22,17,0,0,0
719,4,1,"Rabbit Handler Gloves",1,10,-1,5,0,0,0,0
720,4,2,"Brawler Gloves",3,10,-1,28,23,0,0,0
723,7,0,"Goretusk Liver",1,0,-1,12,0,0,0,0
724,0,0,"Goretusk Liver Pie",1,0,-1,15,5,0,0,0
725,12,0,"Gnoll Paw",1,0,-1,1,0,0,0,0
727,2,7,"Notched Shortsword",2,13,-1,10,5,0,0,0
728,9,5,"Recipe: Westfall Stew",1,0,-1,15,0,0,0,0
729,7,0,"Stringy Vulture Meat",1,0,-1,10,0,0,0,0
730,7,0,"Murloc Eye",1,0,-1,11,0,0,0,0
731,7,0,"Goretusk Snout",1,0,-1,12,0,0,0,0
732,7,0,Okra,1,0,-1,9,0,0,0,0
733,0,0,"Westfall Stew",1,0,-1,15,5,0,0,0
735,12,0,"Rolf and Malakai's Medallions",1,0,-1,1,0,0,0,1
737,12,0,"Holy Spring Water",1,0,-1,1,0,0,0,1
738,12,0,"Sack of Barley",1,0,2047,1,0,0,0,0
739,12,0,"Sack of Corn",1,0,2047,1,0,0,0,0
740,12,0,"Sack of Rye",1,0,2047,1,0,0,0,0
742,12,0,"A Sycamore Branch",1,0,2047,1,0,0,0,1
743,12,0,"Bundle of Charred Oak",1,0,2047,1,0,0,0,1
744,4,0,"Thunderbrew's Boot Flask",2,12,-1,44,0,0,0,0
745,12,0,"Marshal McBride's Documents",1,0,-1,1,0,0,0,1
748,12,0,"Stormwind Armor Marker",1,0,-1,1,0,0,0,1
750,12,0,"Tough Wolf Meat",1,0,-1,1,0,0,0,0
752,12,0,"Red Burlap Bandana",1,0,-1,1,0,0,0,0
753,2,7,"Dragonmaw Shortsword",2,13,-1,28,23,0,0,0
754,2,7,"Shortsword of Vengeance",3,13,-1,47,42,0,0,0
755,15,0,"Melted Candle",0,0,-1,1,0,0,0,0
756,2,1,"Tunnel Pick",2,17,-1,29,24,0,0,0
763,4,2,"Ice-covered Bracers",1,9,-1,12,7,0,0,0
765,7,0,Silverleaf,1,0,-1,5,0,0,0,0
766,2,4,"Flanged Mace",1,21,-1,7,2,0,0,0
767,2,10,"Long Bo Staff",1,17,-1,8,3,0,0,0
768,2,0,"Lumberjack Axe",1,21,-1,9,4,0,0,0
769,7,0,"Chunk of Boar Meat",1,0,-1,5,0,0,0,0
770,15,0,"Pointy Crocolisk Tooth",0,0,-1,1,0,0,0,0
771,15,0,"Chipped Boar Tusk",0,0,-1,1,0,0,0,0
772,12,0,"Large Candle",1,0,-1,1,0,0,0,0
773,12,0,"Gold Dust",1,0,-1,1,0,0,0,0
774,7,0,Malachite,2,0,-1,7,0,0,0,0
776,2,15,Vendetta,3,13,-1,31,26,0,0,1
777,15,0,"Prowler Teeth",0,0,-1,1,0,0,0,0
778,2,0,"Kobold Excavation Pick",1,21,-1,7,2,0,0,0
779,15,0,"Shiny Seashell",0,0,-1,1,0,0,0,0
780,12,0,"Torn Murloc Fin",1,0,-1,1,0,0,0,0
781,2,4,"Stone Gnoll Hammer",1,21,-1,9,4,0,0,0
782,12,0,"Painted Gnoll Armband",1,0,-1,1,0,0,0,0
783,7,0,"Light Hide",1,0,-1,10,0,0,0,0
785,7,0,Mageroyal,1,0,-1,10,0,0,0,0
787,0,0,"Slitherskin Mackerel",1,0,32767,5,1,0,0,0
789,2,4,"Stout Battlehammer",2,21,-1,22,17,0,0,0
790,2,0,"Forester's Axe",2,21,-1,23,18,0,0,0
791,2,10,"Gnarled Ash Staff",3,17,-1,31,26,0,0,0
792,4,1,"Knitted Sandals",1,8,-1,10,5,0,0,0
793,4,1,"Knitted Gloves",1,10,-1,10,5,0,0,0
794,4,1,"Knitted Pants",1,7,-1,10,5,0,0,0
795,4,1,"Knitted Tunic",1,5,-1,10,5,0,0,0
796,4,2,"Rough Leather Boots",1,8,-1,10,5,0,0,0
797,4,2,"Rough Leather Gloves",1,10,-1,10,5,0,0,0
798,4,2,"Rough Leather Pants",1,7,-1,10,5,0,0,0
799,4,2,"Rough Leather Vest",1,5,-1,10,5,0,0,0
804,1,0,"Large Blue Sack",1,18,-1,25,0,0,0,0
805,1,0,"Small Red Pouch",1,18,-1,5,0,0,0,0
809,2,7,Bloodrazor,4,21,-1,50,45,0,0,0
810,2,4,"Hammer of the Northern Wind",4,21,-1,54,49,0,0,0
811,2,0,"Axe of the Deep Woods",4,21,-1,57,52,0,0,0
812,2,10,"Glowing Brightwood Staff",4,17,-1,54,49,0,0,0
814,7,0,"Flask of Oil",1,0,-1,1,0,0,0,0
816,2,15,"Small Hand Blade",2,13,-1,11,6,0,0,0
818,7,0,Tigerseye,2,0,-1,15,0,0,0,0
820,2,15,"Slicer Blade",2,13,-1,17,12,0,0,0
821,4,2,"Riverpaw Leather Vest",2,5,-1,13,8,0,0,0
826,2,0,"Brutish Riverpaw Axe",2,21,-1,15,10,0,0,0
827,2,4,"Wicked Blackjack",2,21,-1,17,12,0,0,0
828,1,0,"Small Blue Pouch",1,18,-1,5,0,0,0,0
829,12,0,"Red Leather Bandana",1,0,-1,1,0,0,0,0
832,4,3,"Silver Defias Belt",2,6,-1,15,10,0,0,0
833,4,0,Lifestone,4,12,-1,56,51,0,0,0
835,0,0,"Large Rope Net",1,0,2047,12,2,0,0,0
837,4,1,"Heavy Weave Armor",1,5,-1,17,12,0,0,0
838,4,1,"Heavy Weave Pants",1,7,-1,17,12,0,0,0
839,4,1,"Heavy Weave Gloves",1,10,-1,17,12,0,0,0
840,4,1,"Heavy Weave Shoes",1,8,-1,17,12,0,0,0
841,12,0,"Furlbrow's Pocket Watch",1,0,-1,1,0,0,0,1
843,4,2,"Tanned Leather Boots",1,8,-1,17,12,0,0,0
844,4,2,"Tanned Leather Gloves",1,10,-1,17,12,0,0,0
845,4,2,"Tanned Leather Pants",1,7,-1,17,12,0,0,0
846,4,2,"Tanned Leather Jerkin",1,5,-1,17,12,0,0,0
847,4,3,"Chainmail Armor",1,5,-1,17,12,0,0,0
848,4,3,"Chainmail Pants",1,7,-1,17,12,0,0,0
849,4,3,"Chainmail Boots",1,8,-1,17,12,0,0,0
850,4,3,"Chainmail Gloves",1,10,-1,17,12,0,0,0
851,2,7,Cutlass,1,13,-1,15,10,0,0,0
852,2,4,Mace,1,13,-1,14,9,0,0,0
853,2,0,Hatchet,1,13,-1,16,11,0,0,0
854,2,10,"Quarter Staff",1,17,-1,16,11,0,0,0
856,1,0,"Blue Leather Bag",1,18,-1,15,0,0,0,0
857,1,0,"Large Red Sack",1,18,-1,25,0,0,0,0
858,0,3,"Lesser Healing Potion",1,0,-1,13,3,0,0,0
859,4,0,"Fine Cloth Shirt",1,4,-1,17,0,0,0,0
860,4,1,"Cavalier's Boots",1,8,-1,13,0,0,0,0
862,4,0,"Runed Ring",3,11,-1,50,45,0,0,0
863,2,0,"Gloom Reaper",2,13,-1,37,32,0,0,0
864,2,7,"Knightly Longsword",2,13,-1,38,33,0,0,0
865,2,4,"Leaden Mace",2,13,-1,31,26,0,0,0
866,2,10,"Monk's Staff",2,17,-1,42,37,0,0,0
867,4,2,"Gloves of Holy Might",4,10,-1,42,37,0,0,0
868,2,4,"Ardent Custodian",4,21,-1,43,38,0,0,0
869,2,7,"Dazzling Longsword",4,21,-1,41,36,0,0,0
870,2,1,"Fiery War Axe",4,17,-1,40,35,0,0,0
871,2,0,"Flurry Axe",4,13,-1,47,42,0,0,0
872,2,1,Rockslicer,2,17,-1,21,16,0,0,0
873,2,10,"Staff of Jordan",4,17,-1,40,35,0,0,0
878,7,0,"Fist-sized Spinneret",0,0,-1,20,0,0,0,0
880,2,10,"Staff of Horrors",2,17,-1,23,18,0,0,0
884,12,0,"Ghoul Rib",1,0,-1,1,0,0,0,0
885,2,0,"Black Metal Axe",2,21,-1,24,19,0,0,0
886,2,7,"Black Metal Shortsword",2,21,-1,26,21,0,0,0
887,15,0,"Pound of Flesh",0,0,-1,25,0,0,0,0
888,4,2,"Naga Battle Gloves",3,10,-1,27,22,0,0,0
889,12,0,"A Dusty Unsent Letter",1,0,-1,1,0,0,0,1
890,2,10,"Twisted Chanter's Staff",3,17,-1,24,19,0,0,0
892,4,1,"Gnoll Casting Gloves",2,10,-1,22,17,0,0,0
893,15,0,"Dire Wolf Fang",0,0,-1,1,0,0,0,0
897,4,2,"Madwolf Bracers",2,9,-1,29,24,0,0,0
899,2,15,"Venom Web Fang",2,13,-1,19,14,0,0,0
910,12,0,"An Undelivered Letter",1,0,-1,1,0,0,0,1
911,2,5,"Ironwood Treebranch",2,17,-1,25,20,0,0,0
914,4,3,"Large Ogre Chain Armor",2,5,-1,30,25,0,0,0
915,12,0,"Red Silk Bandana",1,0,-1,1,0,0,0,0
916,12,0,"A Torn Journal Page",1,0,-1,1,0,0,0,1
918,1,0,"Deviate Hide Pack",1,18,-1,25,0,0,0,1
920,2,4,"Wicked Spiked Mace",2,21,-1,25,20,0,0,0
921,12,0,"A Faded Journal Page",1,0,-1,1,0,0,0,1
922,2,8,"Dacian Falx",1,17,-1,26,21,0,0,0
923,2,7,Longsword,1,21,-1,26,21,0,0,0
924,2,5,Maul,1,17,-1,26,21,0,0,0
925,2,4,Flail,1,21,-1,25,20,0,0,0
926,2,1,"Battle Axe",1,17,-1,25,20,0,0,0
927,2,0,"Double Axe",1,13,-1,24,19,0,0,0
928,2,10,"Long Staff",1,17,-1,25,20,0,0,0
929,0,3,"Healing Potion",1,0,-1,22,12,0,0,0
932,1,0,"Fel Steed Saddlebags",1,18,-1,25,0,0,0,1
933,1,0,"Large Rucksack",1,18,-1,25,0,0,0,0
934,2,0,"Stalvan's Reaper",3,13,-1,37,32,0,0,0
935,2,7,"Night Watch Shortsword",3,13,-1,20,15,0,0,0
936,2,4,"Midnight Mace",3,13,-1,38,33,0,0,0
937,2,10,"Black Duskwood Staff",3,17,-1,38,33,0,0,0
938,12,0,"Muddy Journal Pages",1,0,-1,1,0,0,0,1
939,12,0,"A Bloodstained Journal Page",1,0,-1,1,0,0,0,1
940,4,1,"Robes of Insight",4,20,-1,47,42,0,0,0
942,4,0,"Freezing Band",4,11,-1,52,47,0,0,0
943,2,10,"Warden Staff",4,17,-1,48,43,0,0,0
944,2,10,"Elemental Mage Staff",4,17,-1,61,56,0,0,0
954,0,4,"Scroll of Strength",1,0,-1,20,10,0,0,0
955,0,4,"Scroll of Intellect",1,0,-1,15,5,0,0,0
957,12,0,"William's Shipment",1,0,-1,1,0,0,0,1
961,0,0,"Healing Herb",1,0,-1,5,0,0,0,0
962,12,0,"Pork Belly Pie",1,0,-1,1,0,0,0,1
981,12,0,"Bernice's Necklace",1,0,-1,1,0,0,0,1
983,4,1,"Red Linen Sash",1,6,-1,9,0,0,0,0
997,2,7,"Fire Sword of Crippling",1,21,2047,1,1,0,0,0
1006,12,0,"Brass Collar",1,0,-1,1,0,0,0,1
1008,2,7,"Well-used Sword",1,21,-1,10,0,0,0,0
1009,2,4,"Compact Hammer",2,21,-1,13,0,0,0,0
1010,2,10,"Gnarled Short Staff",1,17,-1,8,0,0,0,0
1011,2,0,"Sharp Axe",1,21,-1,8,0,0,0,0
1013,12,0,"Iron Rivet",1,0,-1,1,0,0,0,0
1015,7,0,"Lean Wolf Flank",1,0,-1,19,0,0,0,0
1017,0,0,"Seasoned Wolf Kabob",1,0,-1,25,15,0,0,0
1019,12,0,"Red Linen Bandana",1,0,-1,1,0,0,0,0
1024,4,2,"Plate Helmet D2 (test)",1,1,2047,1,1,0,0,0
1027,4,2,"Mail Helmet A (Test)",1,1,2047,1,1,0,0,0
1074,15,0,"Hard Spider Leg Tip",0,0,-1,1,0,0,0,0
1075,12,0,"Shadowhide Pendant",1,0,-1,1,0,0,0,0
1076,4,0,"Defias Renegade Ring",2,11,-1,25,20,0,0,0
1077,4,0,"Defias Mage Ring",2,11,-1,26,21,0,0,1
1080,7,0,"Tough Condor Meat",1,0,-1,15,0,0,0,0
1081,7,0,"Crisp Spider Meat",1,0,-1,15,0,0,0,0
1082,0,0,"Redridge Goulash",1,0,-1,20,10,0,0,0
1083,12,0,"Glyph of Azora",1,0,-1,1,0,0,0,1
1113,0,0,"Conjured Bread",1,0,-1,15,5,0,0,0
1114,0,0,"Conjured Rye",1,0,-1,25,15,0,0,0
1116,4,0,"Ring of Pure Silver",2,11,-1,31,0,0,0,0
1121,4,2,"Feet of the Lynx",3,8,-1,24,19,0,0,0
1127,0,0,"Flash Bundle",1,0,-1,20,0,0,0,0
1129,12,0,"Ghoul Fang",1,0,-1,1,0,0,0,0
1130,12,0,"Vial of Spider Venom",1,0,-1,1,0,0,0,0
1131,4,0,"Totem of Infliction",2,23,-1,25,0,0,0,0
1132,15,0,"Horn of the Timber Wolf",3,0,-1,40,40,0,0,0
1154,4,3,"Belt of the People's Militia",1,6,-1,14,0,0,0,0
1155,2,10,"Rod of the Sleepwalker",3,17,-1,29,24,0,0,0
1156,4,0,"Lavishly Jeweled Ring",3,11,-1,22,17,0,0,1
1158,2,4,"Solid Metal Club",1,21,-1,10,0,0,0,0
1159,2,10,"Militia Quarterstaff",1,17,-1,5,0,0,0,0
1161,2,7,"Militia Shortsword",1,21,-1,5,0,0,0,0
1166,4,6,"Dented Buckler",1,14,2047,5,1,0,0,0
1167,4,6,"Small Targe",1,14,2047,10,5,0,0,0
1168,4,6,"Skullflame Shield",4,14,-1,59,54,0,0,0
1169,4,6,"Blackskull Shield",4,14,-1,46,41,0,0,0
1171,4,1,"Well-stitched Robe",1,20,-1,10,0,0,0,0
1172,4,0,"Grayson's Torch",2,23,-1,21,0,0,0,0
1173,4,2,"Weather-worn Boots",1,8,-1,10,0,0,0,0
1175,15,0,"A Gold Tooth",0,0,-1,1,0,0,0,0
1177,0,0,"Oil of Olaf",1,0,-1,8,0,0,0,0
1178,0,0,"Explosive Rocket",1,0,-1,8,0,0,0,0
1179,0,0,"Ice Cold Milk",1,0,32767,15,5,0,0,0
1180,0,4,"Scroll of Stamina",1,0,-1,15,5,0,0,0
1181,0,4,"Scroll of Spirit",1,0,-1,10,1,0,0,0
1182,4,3,"Brass-studded Bracers",1,9,-1,10,0,0,0,0
1183,4,1,"Elastic Wristguards",1,9,-1,10,0,0,0,0
1187,0,0,"Spiked Collar",2,0,2047,30,20,0,0,1
1189,4,0,"Overseer's Ring",2,11,2047,20,15,0,0,1
1190,4,1,"Overseer's Cloak",2,16,2047,20,15,0,0,0
1191,0,0,"Bag of Marbles",1,0,-1,8,0,0,0,0
1193,4,6,"Banded Buckler",1,14,2047,17,12,0,0,0
1194,2,8,"Bastard Sword",1,17,-1,4,1,0,0,0
1195,2,5,"Kobold Mining Shovel",1,17,-1,6,3,0,0,0
1196,2,1,Tabar,1,17,-1,14,9,0,0,0
1197,2,5,"Giant Mace",1,17,-1,15,10,0,0,0
1198,2,8,Claymore,1,17,-1,15,10,0,0,0
1200,4,6,"Large Wooden Shield",1,14,-1,5,1,0,0,0
1201,4,6,"Dull Heater Shield",1,14,-1,10,5,0,0,0
1202,4,6,"Wall Shield",1,14,-1,17,12,0,0,0
1203,4,6,"Aegis of Stormwind",3,14,-1,54,49,0,0,0
1204,4,6,"The Green Tower",4,14,-1,41,36,0,0,0
1205,0,0,"Melon Juice",1,0,-1,25,15,0,0,0
1206,7,0,"Moss Agate",2,0,-1,25,0,0,0,0
1207,2,4,Murphstar,2,13,-1,39,34,0,0,0
1208,12,0,"Maybell's Love Letter",1,0,-1,1,0,0,0,1
1210,7,0,Shadowgem,2,0,-1,20,0,0,0,0
1211,4,2,"Gnoll War Harness",2,5,-1,15,10,0,0,0
1212,15,0,"Gnoll Spittle",0,0,-1,15,0,0,0,0
1213,4,2,"Gnoll Kindred Bracers",1,9,-1,14,9,0,0,0
1214,2,4,"Gnoll Punisher",2,21,-1,17,12,0,0,0
1215,4,2,"Support Girdle",2,6,-1,22,17,0,0,0
1217,12,0,"Unknown Reward",1,0,-1,1,0,0,0,0
1218,2,5,"Heavy Gnoll War Club",2,17,-1,21,16,0,0,0
1219,2,7,"Redridge Machete",2,21,-1,16,11,0,0,0
1220,2,1,"Lupine Axe",2,17,-1,20,15,0,0,0
1221,12,0,"Underbelly Whelp Scale",1,0,-1,1,0,0,0,0
1251,0,5,"Linen Bandage",1,0,-1,1,0,0,0,0
1252,12,0,"Gramma Stonefield's Note",1,0,-1,1,0,0,0,1
1254,4,0,"Lesser Firestone",1,23,-1,28,0,0,0,1
1256,12,0,"Crystal Kelp Frond",1,0,-1,1,0,0,0,0
1257,12,0,"Invisibility Liquor",1,0,-1,1,0,0,0,1
1260,12,0,"Tharil'zun's Head",1,0,-1,1,0,0,0,1
1261,12,0,"Midnight Orb",1,0,-1,1,0,0,0,0
1262,0,0,"Keg of Thunderbrew Lager",1,0,-1,15,0,0,0,0
1263,2,1,"Brain Hacker",4,17,-1,60,55,0,0,0
1264,2,5,Headbasher,2,17,-1,26,0,0,0,0
1265,2,7,"Scorpion Sting",3,13,-1,39,34,0,0,0
1270,4,1,"Finely Woven Cloak",2,16,-1,15,0,0,0,0
1273,4,3,"Forest Chain",2,5,-1,25,0,0,0,0
1274,7,0,Hops,1,0,-1,1,0,0,0,0
1275,4,3,"Deputy Chain Coat",2,5,-1,25,0,0,0,0
1276,4,6,"Fire Hardened Buckler",2,14,-1,27,0,0,0,0
1280,4,2,"Cloaked Hood",2,1,-1,38,33,0,0,0
1282,4,3,"Sparkmetal Coif",2,1,-1,33,0,0,0,0
1283,12,0,"Verner's Note",1,0,-1,1,0,0,0,1
1284,12,0,"Crate of Horseshoes",1,0,-1,1,0,0,0,1
1287,2,15,"Giant Tarantula Fang",2,13,-1,15,10,0,0,0
1288,7,0,"Large Venom Sac",1,0,-1,1,0,0,0,0
1292,2,0,"Butcher's Cleaver",3,13,-1,25,20,0,0,0
1293,12,0,"The State of Lakeshire",1,0,-1,1,0,0,0,1
1294,12,0,"The General's Response",1,0,-1,1,0,0,0,1
1296,2,4,"Blackrock Mace",2,21,-1,21,16,0,0,0
1297,4,1,"Robes of the Shadowcaster",2,20,-1,31,26,0,0,0
1299,4,1,"Lesser Belt of the Spire",2,6,-1,22,17,0,0,0
1300,2,10,"Lesser Staff of the Spire",2,17,-1,20,15,0,0,0
1302,4,2,"Black Whelp Gloves",2,10,-1,18,0,0,0,0
1303,4,3,"Bridgeworker's Gloves",2,10,-1,20,0,0,0,0
1304,4,1,"Riding Gloves",2,10,-1,20,0,0,0,0
1306,4,2,"Wolfmane Wristguards",2,9,-1,20,0,0,0,0
1307,12,0,"Gold Pickup Schedule",1,0,-1,7,7,0,0,1
1309,12,0,"Oslow's Toolbox",1,0,-1,1,0,0,0,1
1310,4,2,"Smith's Trousers",2,7,-1,20,0,0,0,0
1314,4,2,"Ghoul Fingers",2,10,-1,20,15,0,0,0
1315,4,0,"Lei of Lilies",4,2,-1,51,46,0,0,0
1317,2,10,"Hardened Root Staff",2,17,-1,25,0,0,0,0
1318,2,1,"Night Reaver",3,17,-1,23,18,0,0,0
1319,4,0,"Ring of Iron Will",2,11,-1,25,0,0,0,0
1322,0,0,"Fishliver Oil",1,0,-1,21,0,0,0,0
1325,12,0,"Daffodil Bouquet",1,0,-1,1,0,0,0,1
1326,0,0,"Sauteed Sunfish",1,0,-1,15,0,0,0,0
1327,12,0,"Wiley's Note",1,0,-1,1,0,0,0,1
1349,12,0,"Abercrombie's Crate",1,0,-1,1,0,0,0,1
1351,4,1,"Fingerbone Bracers",2,9,-1,28,23,0,0,0
1353,12,0,"Shaw's Report",1,0,-1,1,0,0,0,1
1355,4,1,"Buckskin Cape",2,16,-1,15,10,0,0,0
1357,12,0,"Captain Sander's Treasure Map",1,0,2047,10,10,0,0,1
1358,12,0,"A Clue to Sander's Treasure",1,0,2047,1,0,0,0,1
1359,4,2,"Lion-stamped Gloves",1,10,-1,8,0,0,0,0
1360,4,3,"Stormwind Chain Gloves",1,10,-1,10,0,0,0,0
1361,12,0,"Another Clue to Sander's Treasure",1,0,2047,1,0,0,0,1
1362,12,0,"Final Clue to Sander's Treasure",1,0,2047,1,0,0,0,1
1364,4,2,"Ragged Leather Vest",0,5,-1,5,1,0,0,0
1366,4,2,"Ragged Leather Pants",0,7,-1,2,1,0,0,0
1367,4,2,"Ragged Leather Boots",0,8,-1,3,1,0,0,0
1368,4,2,"Ragged Leather Gloves",0,10,-1,4,1,0,0,0
1369,4,2,"Ragged Leather Belt",0,6,-1,5,1,0,0,0
1370,4,2,"Ragged Leather Bracers",0,9,-1,4,1,0,0,0
1372,4,1,"Ragged Cloak",0,16,-1,3,1,0,0,0
1374,4,1,"Frayed Shoes",0,8,-1,4,1,0,0,0
1376,4,1,"Frayed Cloak",0,16,-1,5,1,0,0,0
1377,4,1,"Frayed Gloves",0,10,-1,3,1,0,0,0
1378,4,1,"Frayed Pants",0,7,-1,2,1,0,0,0
1380,4,1,"Frayed Robe",0,20,-1,4,1,0,0,0
1381,12,0,"A Mysterious Message",1,0,-1,1,0,0,0,1
1382,2,4,"Rock Mace",1,21,-1,5,0,0,0,0
1383,2,0,"Stone Tomahawk",1,21,-1,5,0,0,0,0
1384,2,7,"Dull Blade",1,21,-1,3,1,0,0,0
1386,2,1,"Thistlewood Axe",1,17,2047,5,0,0,0,0
1387,2,8,Ghoulfang,2,17,-1,19,14,0,0,0
1388,2,10,"Crooked Staff",1,17,-1,3,1,0,0,0
1389,2,4,"Kobold Mining Mallet",1,21,-1,7,2,0,0,0
1391,2,10,"Riverpaw Mystic Staff",2,17,-1,18,13,0,0,0
1394,2,4,"Driftwood Club",2,21,-1,15,10,0,0,0
1395,4,1,"Apprentice's Pants",0,7,-1,1,1,0,0,0
1396,4,1,"Acolyte's Pants",0,7,-1,1,1,0,0,0
1399,0,0,"Magic Candle",1,0,-1,8,1,0,0,0
1401,0,0,"Green Tea Leaf",1,0,-1,14,4,0,0,0
1404,4,0,"Tidal Charm",2,12,-1,41,36,0,0,0
1405,2,10,"Foamspittle Staff",2,17,-1,17,12,0,0,0
1406,2,6,"Pearl-encrusted Spear",2,17,-1,21,20,0,0,0
1407,12,0,"Solomon's Plea to Westfall",1,0,-1,1,0,0,0,1
1408,12,0,"Stoutmantle's Response to Solomon",1,0,-1,1,0,0,0,1
1409,12,0,"Solomon's Plea to Darkshire",1,0,-1,1,0,0,0,1
1410,12,0,"Ebonlocke's Response to Solomon",1,0,-1,1,0,0,0,1
1411,2,10,"Withered Staff",0,17,-1,8,3,0,0,0
1412,2,8,"Crude Bastard Sword",0,17,-1,7,2,0,0,0
1413,2,7,"Feeble Sword",0,21,-1,8,3,0,0,0
1414,2,5,"Cracked Sledge",0,17,-1,9,4,0,0,0
1415,2,4,"Carpenter's Mallet",0,21,-1,9,4,0,0,0
1416,2,0,"Rusty Hatchet",0,21,-1,9,4,0,0,0
1417,2,1,"Beaten Battle Axe",0,17,-1,8,3,0,0,0
1418,4,2,"Worn Leather Belt",0,6,-1,7,2,0,0,0
1419,4,2,"Worn Leather Boots",0,8,-1,8,3,0,0,0
1420,4,2,"Worn Leather Bracers",0,9,-1,9,4,0,0,0
1421,4,1,"Worn Hide Cloak",0,16,-1,10,5,0,0,0
1422,4,2,"Worn Leather Gloves",0,10,-1,6,1,0,0,0
1423,4,2,"Worn Leather Pants",0,7,-1,7,2,0,0,0
1425,4,2,"Worn Leather Vest",0,5,-1,9,4,0,0,0
