--

843, 8, 4, 17, 2, 12
844, 10, 4, 17, 2, 12
845, 7, 4, 17, 2, 12
846, 5, 4, 17, 2, 12
847, 5, 4, 17, 3, 12
848, 7, 4, 17, 3, 12
849, 8, 4, 17, 3, 12
850, 10, 4, 17, 3, 12
851, 13, 2, 15, 7, 10
852, 13, 2, 14, 4, 9
853, 13, 2, 16, 0, 11
854, 17, 2, 16, 10, 11
856, 18, 1, 15, 0, 0
857, 18, 1, 25, 0, 0
858, 0, 0, 13, 3, 3
859, 4, 4, 17, 0, 0
860, 8, 4, 13, 1, 0
862, 11, 4, 50, 0, 45
863, 13, 2, 37, 0, 32
864, 13, 2, 38, 7, 33
865, 13, 2, 31, 4, 26
866, 17, 2, 42, 10, 37
867, 10, 4, 42, 2, 37
868, 21, 2, 43, 4, 38
869, 21, 2, 41, 7, 36
870, 17, 2, 40, 1, 35
871, 13, 2, 47, 0, 42
872, 17, 2, 21, 1, 16
873, 17, 2, 40, 10, 35
878, 0, 7, 20, 0, 0
880, 17, 2, 23, 10, 18
884, 0, 12, 1, 0, 0
885, 21, 2, 24, 0, 19
886, 21, 2, 26, 7, 21
887, 0, 15, 25, 0, 0
888, 10, 4, 27, 2, 22
889, 0, 12, 1, 0, 0
890, 17, 2, 24, 10, 19
892, 10, 4, 22, 1, 17
893, 0, 15, 1, 0, 0
897, 9, 4, 29, 2, 24
899, 13, 2, 19, 15, 14
910, 0, 12, 1, 0, 0
911, 17, 2, 25, 5, 20
914, 5, 4, 30, 3, 25
915, 0, 12, 1, 0, 0
916, 0, 12, 1, 0, 0
918, 18, 1, 25, 0, 0
920, 21, 2, 25, 4, 20
921, 0, 12, 1, 0, 0
922, 17, 2, 26, 8, 21
923, 21, 2, 26, 7, 21
924, 17, 2, 26, 5, 21
925, 21, 2, 25, 4, 20
926, 17, 2, 25, 1, 20
927, 13, 2, 24, 0, 19
928, 17, 2, 25, 10, 20
929, 0, 0, 22, 3, 12
932, 18, 1, 25, 0, 0
933, 18, 1, 25, 0, 0
934, 13, 2, 37, 0, 32
935, 13, 2, 20, 7, 15
936, 13, 2, 38, 4, 33
937, 17, 2, 38, 10, 33
938, 0, 12, 1, 0, 0
939, 0, 12, 1, 0, 0
940, 20, 4, 47, 1, 42
942, 11, 4, 52, 0, 47
943, 17, 2, 48, 10, 43
944, 17, 2, 61, 10, 56
954, 0, 0, 20, 4, 10
955, 0, 0, 15, 4, 5
957, 0, 12, 1, 0, 0
961, 0, 0, 5, 0, 0
962, 0, 12, 1, 0, 0
981, 0, 12, 1, 0, 0
983, 6, 4, 9, 1, 0
997, 21, 2, 1, 7, 1
1006, 0, 12, 1, 0, 0
1008, 21, 2, 10, 7, 0
1009, 21, 2, 13, 4, 0
1010, 17, 2, 8, 10, 0
1011, 21, 2, 8, 0, 0
1013, 0, 12, 1, 0, 0
1015, 0, 7, 19, 0, 0
1017, 0, 0, 25, 0, 15
1019, 0, 12, 1, 0, 0
1024, 1, 4, 1, 2, 1
1027, 1, 4, 1, 2, 1
1074, 0, 15, 1, 0, 0
1075, 0, 12, 1, 0, 0
1076, 11, 4, 25, 0, 20
1077, 11, 4, 26, 0, 21
1080, 0, 7, 15, 0, 0
1081, 0, 7, 15, 0, 0
1082, 0, 0, 20, 0, 10
1083, 0, 12, 1, 0, 0
1113, 0, 0, 15, 0, 5
1114, 0, 0, 25, 0, 15
1116, 11, 4, 31, 0, 0
1121, 8, 4, 24, 2, 19
1127, 0, 0, 20, 0, 0
1129, 0, 12, 1, 0, 0
1130, 0, 12, 1, 0, 0
1131, 23, 4, 25, 0, 0
1132, 0, 15, 40, 0, 40
1154, 6, 4, 14, 3, 0
1155, 17, 2, 29, 10, 24
1156, 11, 4, 22, 0, 17
1158, 21, 2, 10, 4, 0
1159, 17, 2, 5, 10, 0
1161, 21, 2, 5, 7, 0
1166, 14, 4, 5, 6, 1
1167, 14, 4, 10, 6, 5
1168, 14, 4, 59, 6, 54
1169, 14, 4, 46, 6, 41
1171, 20, 4, 10, 1, 0
1172, 23, 4, 21, 0, 0
1173, 8, 4, 10, 2, 0
1175, 0, 15, 1, 0, 0
1177, 0, 0, 8, 0, 0
1178, 0, 0, 8, 0, 0
1179, 0, 0, 15, 0, 5
1180, 0, 0, 15, 4, 5
1181, 0, 0, 10, 4, 1
1182, 9, 4, 10, 3, 0
1183, 9, 4, 10, 1, 0
1187, 0, 0, 30, 0, 20
1189, 11, 4, 20, 0, 15
1190, 16, 4, 20, 1, 15
1191, 0, 0, 8, 0, 0
1193, 14, 4, 17, 6, 12
1194, 17, 2, 4, 8, 1
1195, 17, 2, 6, 5, 3
1196, 17, 2, 14, 1, 9
1197, 17, 2, 15, 5, 10
1198, 17, 2, 15, 8, 10
1200, 14, 4, 5, 6, 1
1201, 14, 4, 10, 6, 5
1202, 14, 4, 17, 6, 12
1203, 14, 4, 54, 6, 49
1204, 14, 4, 41, 6, 36
1205, 0, 0, 25, 0, 15
1206, 0, 7, 25, 0, 0
1207, 13, 2, 39, 4, 34
1208, 0, 12, 1, 0, 0
1210, 0, 7, 20, 0, 0
1211, 5, 4, 15, 2, 10
1212, 0, 15, 15, 0, 0
1213, 9, 4, 14, 2, 9
1214, 21, 2, 17, 4, 12
1215, 6, 4, 22, 2, 17
1217, 0, 12, 1, 0, 0
1218, 17, 2, 21, 5, 16
1219, 21, 2, 16, 7, 11
1220, 17, 2, 20, 1, 15
1221, 0, 12, 1, 0, 0
1251, 0, 0, 1, 5, 0
1252, 0, 12, 1, 0, 0
1254, 23, 4, 28, 0, 0
1256, 0, 12, 1, 0, 0
1257, 0, 12, 1, 0, 0
1260, 0, 12, 1, 0, 0
1261, 0, 12, 1, 0, 0
1262, 0, 0, 15, 0, 0
1263, 17, 2, 60, 1, 55
1264, 17, 2, 26, 5, 0
1265, 13, 2, 39, 7, 34
1270, 16, 4, 15, 1, 0
1273, 5, 4, 25, 3, 0
1274, 0, 7, 1, 0, 0
1275, 5, 4, 25, 3, 0
1276, 14, 4, 27, 6, 0
1280, 1, 4, 38, 2, 33
1282, 1, 4, 33, 3, 0
1283, 0, 12, 1, 0, 0
1284, 0, 12, 1, 0, 0
1287, 13, 2, 15, 15, 10
1288, 0, 7, 1, 0, 0
1292, 13, 2, 25, 0, 20
1293, 0, 12, 1, 0, 0
1294, 0, 12, 1, 0, 0
1296, 21, 2, 21, 4, 16
1297, 20, 4, 31, 1, 26
1299, 6, 4, 22, 1, 17
1300, 17, 2, 20, 10, 15
1302, 10, 4, 18, 2, 0
1303, 10, 4, 20, 3, 0
1304, 10, 4, 20, 1, 0
1306, 9, 4, 20, 2, 0
1307, 0, 12, 7, 0, 7
1309, 0, 12, 1, 0, 0
1310, 7, 4, 20, 2, 0
1314, 10, 4, 20, 2, 15
1315, 2, 4, 51, 0, 46
1317, 17, 2, 25, 10, 0
1318, 17, 2, 23, 1, 18
1319, 11, 4, 25, 0, 0
1322, 0, 0, 21, 0, 0
1325, 0, 12, 1, 0, 0
1326, 0, 0, 15, 0, 0
1327, 0, 12, 1, 0, 0
1349, 0, 12, 1, 0, 0
1351, 9, 4, 28, 1, 23
1353, 0, 12, 1, 0, 0
1355, 16, 4, 15, 1, 10
1357, 0, 12, 10, 0, 10
1358, 0, 12, 1, 0, 0
1359, 10, 4, 8, 2, 0
1360, 10, 4, 10, 3, 0
1361, 0, 12, 1, 0, 0
1362, 0, 12, 1, 0, 0
1364, 5, 4, 5, 2, 1
1366, 7, 4, 2, 2, 1
1367, 8, 4, 3, 2, 1
1368, 10, 4, 4, 2, 1
1369, 6, 4, 5, 2, 1
1370, 9, 4, 4, 2, 1
1372, 16, 4, 3, 1, 1
1374, 8, 4, 4, 1, 1
1376, 16, 4, 5, 1, 1
1377, 10, 4, 3, 1, 1
1378, 7, 4, 2, 1, 1
1380, 20, 4, 4, 1, 1
1381, 0, 12, 1, 0, 0
1382, 21, 2, 5, 4, 0
1383, 21, 2, 5, 0, 0
1384, 21, 2, 3, 7, 1
1386, 17, 2, 5, 1, 0
1387, 17, 2, 19, 8, 14
1388, 17, 2, 3, 10, 1
1389, 21, 2, 7, 4, 2
1391, 17, 2, 18, 10, 13
1394, 21, 2, 15, 4, 10
1395, 7, 4, 1, 1, 1
1396, 7, 4, 1, 1, 1
1399, 0, 0, 8, 0, 1
1401, 0, 0, 14, 0, 4
1404, 12, 4, 41, 0, 36
1405, 17, 2, 17, 10, 12
1406, 17, 2, 21, 6, 20
1407, 0, 12, 1, 0, 0
1408, 0, 12, 1, 0, 0
1409, 0, 12, 1, 0, 0
1410, 0, 12, 1, 0, 0
1411, 17, 2, 8, 10, 3
1412, 17, 2, 7, 8, 2
1413, 21, 2, 8, 7, 3
1414, 17, 2, 9, 5, 4
1415, 21, 2, 9, 4, 4
1416, 21, 2, 9, 0, 4
1417, 17, 2, 8, 1, 3
1418, 6, 4, 7, 2, 2
1419, 8, 4, 8, 2, 3
1420, 9, 4, 9, 2, 4
1421, 16, 4, 10, 1, 5
1422, 10, 4, 6, 2, 1
1423, 7, 4, 7, 2, 2
1425, 5, 4, 9, 2, 4
1427, 8, 4, 10, 1, 5
1429, 16, 4, 6, 1, 1
1430, 10, 4, 7, 1, 2
1431, 7, 4, 8, 1, 3
1433, 5, 4, 7, 1, 2
1434, 0, 0, 7, 7, 0
1436, 7, 4, 17, 2, 0
1438, 14, 4, 9, 6, 4
1440, 21, 2, 19, 4, 14
1443, 2, 4, 60, 0, 55
1445, 3, 4, 23, 3, 18
1446, 8, 4, 19, 3, 14
1447, 11, 4, 46, 0, 41
1448, 10, 4, 20, 3, 15
1449, 11, 4, 24, 0, 0
1451, 0, 12, 1, 0, 0
1453, 0, 12, 1, 0, 0
1454, 13, 2, 27, 0, 22
1455, 17, 2, 24, 1, 19
1457, 21, 2, 22, 4, 17
1458, 17, 2, 23, 5, 18
1459, 21, 2, 24, 0, 19
1460, 17, 2, 20, 8, 15
1461, 17, 2, 25, 1, 20
1462, 11, 4, 25, 0, 20
1464, 0, 15, 1, 0, 0
1465, 13, 2, 38, 15, 33
1467, 0, 12, 1, 0, 0
1468, 0, 7, 16, 0, 0
1469, 21, 2, 19, 7, 14
1470, 18, 1, 25, 0, 0
1473, 17, 2, 19, 10, 14
1475, 0, 7, 1, 0, 0
1476, 0, 15, 1, 0, 0
1477, 0, 0, 35, 4, 25
1478, 0, 0, 25, 4, 15
1479, 10, 4, 12, 1, 0
1480, 21, 2, 17, 4, 0
1481, 13, 2, 25, 0, 20
1482, 21, 2, 24, 7, 19
1483, 13, 2, 21, 4, 16
1484, 17, 2, 22, 10, 17
1485, 17, 2, 25, 6, 20
1486, 5, 4, 24, 1, 19
1487, 0, 0, 35, 0, 25
1488, 5, 4, 31, 3, 26
1489, 5, 4, 25, 2, 20
1490, 12, 4, 50, 0, 0
1491, 11, 4, 25, 0, 20
1493, 21, 2, 27, 7, 22
1495, 8, 4, 13, 1, 8
1497, 16, 4, 14, 1, 9
1498, 10, 4, 15, 1, 10
1499, 7, 4, 11, 1, 6
1501, 5, 4, 13, 1, 8
1502, 6, 4, 14, 2, 9
1503, 8, 4, 15, 2, 10
1504, 9, 4, 11, 2, 6
1505, 16, 4, 12, 1, 7
1506, 10, 4, 13, 2, 8
1507, 7, 4, 14, 2, 9
1509, 5, 4, 11, 2, 6
1510, 21, 2, 12, 4, 7
1511, 21, 2, 13, 7, 8
1512, 17, 2, 12, 1, 7
1513, 17, 2, 14, 8, 9
1514, 17, 2, 14, 5, 9
1515, 17, 2, 12, 10, 7
1516, 21, 2, 14, 0, 9
1518, 0, 12, 1, 0, 0
1519, 0, 12, 1, 0, 0
1520, 0, 15, 1, 0, 0
1521, 17, 2, 44, 1, 39
1522, 17, 2, 36, 6, 31
1523, 17, 2, 36, 5, 31
1524, 0, 12, 1, 0, 0
1528, 0, 12, 1, 0, 0
1529, 0, 7, 35, 0, 0
1532, 0, 12, 1, 0, 0
1537, 18, 1, 1, 0, 0
1539, 17, 2, 19, 10, 14
1547, 14, 4, 30, 6, 0
1557, 14, 4, 20, 6, 0
1560, 8, 4, 21, 1, 16
1561, 20, 4, 15, 1, 0
1566, 17, 2, 17, 8, 0
1596, 0, 12, 1, 0, 0
1598, 0, 12, 1, 0, 0
1602, 13, 2, 39, 0, 34
1604, 17, 2, 45, 8, 40
1607, 17, 2, 54, 10, 49
1608, 13, 2, 47, 4, 42
1613, 17, 2, 44, 10, 39
1624, 1, 4, 43, 3, 38
1625, 17, 2, 41, 8, 36
1630, 0, 15, 1, 0, 0
1637, 0, 12, 1, 0, 0
1639, 17, 2, 49, 1, 44
1640, 17, 2, 42, 1, 37
1645, 0, 0, 45, 0, 35
1652, 18, 1, 35, 0, 0
1656, 0, 12, 1, 0, 0
1659, 10, 4, 40, 1, 35
1664, 17, 2, 41, 10, 36
1677, 5, 4, 46, 3, 41
1678, 8, 4, 37, 3, 32
1679, 17, 2, 36, 5, 31
1680, 17, 2, 44, 1, 39
1685, 18, 1, 45, 0, 0
1686, 0, 15, 1, 0, 0
1687, 0, 15, 1, 0, 0
1688, 0, 15, 1, 0, 0
1696, 0, 15, 1, 0, 0
1697, 0, 15, 1, 0, 0
1701, 0, 15, 1, 0, 0
1702, 0, 15, 1, 0, 0
1703, 0, 0, 35, 0, 25
1705, 0, 7, 30, 0, 0
1706, 0, 15, 36, 0, 0
1707, 0, 0, 35, 0, 25
1708, 0, 0, 35, 0, 25
1710, 0, 0, 31, 3, 21
1711, 0, 0, 30, 4, 20
1712, 0, 0, 25, 4, 15
1713, 12, 4, 45, 0, 40
1714, 2, 4, 43, 0, 38
1715, 5, 4, 44, 3, 39
1716, 20, 4, 40, 1, 35
1717, 5, 4, 30, 3, 25
1718, 7, 4, 43, 2, 38
1720, 17, 2, 46, 10, 41
1721, 21, 2, 54, 4, 49
1722, 17, 2, 42, 5, 37
1725, 18, 1, 35, 0, 0
1726, 17, 2, 36, 6, 31
1727, 21, 2, 28, 7, 23
1728, 21, 2, 65, 7, 60
1729, 18, 1, 25, 0, 0
1730, 6, 4, 12, 3, 7
1731, 8, 4, 13, 3, 8
1732, 9, 4, 14, 3, 9
1733, 16, 4, 15, 1, 10
1734, 10, 4, 11, 3, 6
1735, 7, 4, 12, 3, 7
1737, 5, 4, 14, 3, 9
1738, 6, 4, 19, 3, 14
1739, 8, 4, 20, 3, 15
1740, 9, 4, 16, 3, 11
1741, 16, 4, 17, 1, 12
1742, 10, 4, 18, 3, 13
1743, 7, 4, 19, 3, 14
1744, 3, 4, 20, 3, 15
1745, 5, 4, 16, 3, 11
1746, 6, 4, 25, 3, 20
1747, 8, 4, 21, 3, 16
1748, 9, 4, 22, 3, 17
1749, 16, 4, 23, 1, 18
1750, 10, 4, 24, 3, 19
1751, 7, 4, 25, 3, 20
1752, 3, 4, 21, 3, 16
1753, 5, 4, 22, 3, 17
1754, 6, 4, 26, 3, 21
1755, 8, 4, 27, 3, 22
1756, 9, 4, 28, 3, 23
1757, 16, 4, 29, 1, 24
1758, 10, 4, 30, 3, 25
1759, 7, 4, 26, 3, 21
1760, 3, 4, 27, 3, 22
1761, 5, 4, 28, 3, 23
1764, 8, 4, 17, 1, 12
1766, 16, 4, 18, 1, 13
1767, 10, 4, 19, 1, 14
1768, 7, 4, 20, 1, 15
1769, 3, 4, 20, 1, 15
1770, 5, 4, 17, 1, 12
1772, 8, 4, 23, 1, 18
1774, 16, 4, 24, 1, 19
1775, 10, 4, 25, 1, 20
1776, 7, 4, 21, 1, 16
1777, 3, 4, 22, 1, 17
1778, 5, 4, 23, 1, 18
1780, 8, 4, 29, 1, 24
1782, 16, 4, 30, 1, 25
1783, 10, 4, 26, 1, 21
1784, 7, 4, 27, 1, 22
1785, 3, 4, 28, 1, 23
1786, 5, 4, 29, 1, 24
1787, 6, 4, 18, 2, 13
1788, 8, 4, 19, 2, 14
1789, 9, 4, 20, 2, 15
1790, 16, 4, 16, 1, 11
1791, 10, 4, 17, 2, 12
1792, 7, 4, 18, 2, 13
1793, 3, 4, 20, 2, 15
1794, 5, 4, 20, 2, 15
1795, 6, 4, 24, 2, 19
1796, 8, 4, 25, 2, 20
1797, 9, 4, 21, 2, 16
1798, 16, 4, 22, 1, 17
1799, 10, 4, 23, 2, 18
1800, 7, 4, 24, 2, 19
1801, 3, 4, 25, 2, 20
1802, 5, 4, 21, 2, 16
1803, 6, 4, 30, 2, 25
1804, 8, 4, 26, 2, 21
1805, 9, 4, 27, 2, 22
1806, 16, 4, 28, 1, 23
1807, 10, 4, 29, 2, 24
1808, 7, 4, 30, 2, 25
1809, 3, 4, 26, 2, 21
1810, 5, 4, 27, 2, 22
1811, 17, 2, 17, 8, 12
1812, 17, 2, 17, 1, 12
1813, 17, 2, 18, 10, 13
1814, 17, 2, 19, 5, 14
1815, 21, 2, 17, 4, 12
1816, 21, 2, 19, 0, 14
1817, 21, 2, 19, 7, 14
1818, 17, 2, 24, 8, 19
1819, 21, 2, 22, 0, 17
1820, 17, 2, 22, 5, 17
1821, 21, 2, 24, 7, 19
1822, 17, 2, 23, 10, 18
1823, 21, 2, 22, 4, 17
1824, 17, 2, 23, 1, 18
1825, 21, 2, 28, 4, 23
1826, 17, 2, 27, 5, 22
1827, 21, 2, 27, 0, 22
1828, 17, 2, 27, 1, 22
1829, 21, 2, 29, 7, 24
1830, 17, 2, 28, 8, 23
1831, 17, 2, 28, 10, 23
1832, 7, 4, 17, 1, 0
1835, 6, 4, 5, 2, 1
1836, 9, 4, 5, 2, 1
1839, 6, 4, 10, 2, 5
1840, 9, 4, 10, 2, 5
1843, 6, 4, 17, 2, 12
1844, 9, 4, 17, 2, 12
1845, 6, 4, 17, 3, 12
1846, 9, 4, 17, 3, 12
1849, 6, 4, 22, 2, 17
1850, 9, 4, 22, 2, 17
1852, 9, 4, 22, 3, 17
1853, 6, 4, 22, 3, 17
1875, 0, 12, 1, 0, 0
1893, 17, 2, 20, 1, 0
1894, 0, 12, 1, 0, 0
1913, 21, 2, 10, 4, 5
1917, 13, 2, 10, 15, 5
1922, 0, 12, 1, 0, 0
1923, 0, 12, 1, 0, 0
1925, 21, 2, 16, 7, 11
1926, 21, 2, 15, 4, 10
1927, 21, 2, 15, 0, 10
1928, 17, 2, 16, 10, 11
1929, 7, 4, 18, 1, 13
1930, 16, 4, 18, 1, 13
1931, 0, 12, 1, 0, 0
1933, 17, 2, 15, 10, 10
1934, 7, 4, 20, 2, 15
1935, 13, 2, 24, 15, 19
1936, 13, 2, 18, 15, 13
1937, 13, 2, 21, 7, 16
1938, 21, 2, 22, 4, 17
1939, 0, 12, 1, 0, 0
1941, 0, 12, 1, 0, 0
1942, 0, 12, 1, 0, 0
1943, 7, 4, 19, 3, 14
1944, 10, 4, 18, 2, 13
1945, 10, 4, 18, 2, 13
1946, 0, 12, 1, 0, 0
1951, 13, 2, 19, 7, 14
1955, 8, 4, 27, 3, 22
1956, 0, 12, 1, 0, 0
1958, 21, 2, 17, 4, 12
1959, 17, 2, 17, 1, 12
1962, 0, 12, 15, 0, 15
1965, 10, 4, 10, 2, 5
1968, 0, 12, 1, 0, 0
1970, 0, 0, 24, 0, 0
1971, 0, 12, 1, 0, 0
1972, 0, 12, 8, 0, 8
1973, 12, 4, 59, 0, 54
1974, 9, 4, 22, 1, 17
1975, 17, 2, 28, 8, 23
1976, 17, 2, 29, 5, 24
1978, 10, 4, 27, 2, 22
1979, 14, 4, 50, 6, 45
1980, 11, 4, 43, 0, 38
1981, 5, 4, 44, 3, 39
1982, 17, 2, 44, 8, 39
1986, 17, 2, 41, 8, 36
1987, 0, 12, 1, 0, 0
1988, 10, 4, 38, 3, 33
1990, 17, 2, 36, 5, 31
1991, 17, 2, 34, 5, 29
1992, 23, 4, 38, 0, 33
1993, 11, 4, 36, 0, 31
1994, 13, 2, 46, 0, 41
1996, 11, 4, 37, 0, 32
1997, 20, 4, 34, 1, 29
1998, 17, 2, 33, 10, 28
2000, 17, 2, 35, 8, 0
2004, 0, 12, 1, 0, 0
2005, 0, 12, 1, 0, 0
2006, 0, 12, 1, 0, 0
2007, 0, 12, 1, 0, 0
2008, 0, 12, 1, 0, 0
2011, 21, 2, 26, 7, 21
2013, 17, 2, 26, 10, 21
2014, 17, 2, 29, 8, 24
2015, 17, 2, 28, 1, 23
2017, 9, 4, 28, 2, 23
2018, 21, 2, 27, 7, 22
2020, 13, 2, 18, 15, 13
2021, 14, 4, 21, 6, 16
2024, 17, 2, 21, 8, 16
2025, 17, 2, 20, 1, 15
2026, 17, 2, 21, 5, 16
2027, 13, 2, 19, 7, 14
2028, 13, 2, 21, 4, 16
2029, 13, 2, 20, 0, 15
2030, 17, 2, 20, 10, 15
2032, 9, 4, 36, 1, 0
2033, 8, 4, 25, 2, 0
2034, 20, 4, 25, 1, 20
2035, 21, 2, 24, 7, 19
2036, 10, 4, 18, 2, 0
2037, 8, 4, 18, 3, 0
2039, 11, 4, 29, 0, 24
2040, 14, 4, 48, 6, 43
2041, 5, 4, 24, 2, 0
2042, 17, 2, 24, 10, 0
2043, 11, 4, 35, 0, 0
2044, 21, 2, 35, 0, 0
2046, 21, 2, 24, 7, 19
2047, 21, 2, 5, 0, 0
2048, 21, 2, 5, 4, 0
2054, 21, 2, 4, 0, 1
2055, 21, 2, 4, 4, 1
2057, 21, 2, 4, 7, 1
2058, 17, 2, 27, 5, 22
2059, 16, 4, 24, 1, 19
2064, 21, 2, 11, 4, 6
2065, 21, 2, 9, 7, 4
2066, 21, 2, 8, 0, 3
2067, 17, 2, 10, 10, 5
2069, 5, 4, 12, 2, 7
2070, 0, 0, 5, 0, 1
2072, 17, 2, 27, 10, 22
2073, 21, 2, 15, 0, 10
2074, 13, 2, 18, 7, 0
2075, 21, 2, 12, 4, 7
2077, 17, 2, 29, 10, 24
2078, 13, 2, 18, 7, 13
2079, 13, 2, 17, 4, 12
2080, 13, 2, 34, 0, 29
2082, 18, 1, 5, 0, 0
2084, 17, 2, 30, 8, 25
2085, 0, 15, 15, 0, 0
2087, 5, 4, 13, 2, 8
2088, 13, 2, 15, 15, 10
2089, 13, 2, 18, 15, 0
2091, 0, 0, 20, 0, 10
2092, 13, 2, 2, 15, 1
2098, 26, 2, 27, 3, 22
2099, 26, 2, 58, 3, 53
2100, 26, 2, 48, 3, 43
2101, 18, 11, 1, 2, 1
2102, 18, 11, 1, 3, 1
2105, 4, 4, 1, 0, 0
2108, 5, 4, 4, 2, 1
2109, 5, 4, 5, 3, 1
2110, 20, 4, 4, 1, 1
2112, 5, 4, 9, 2, 4
2113, 0, 12, 1, 0, 0
2114, 20, 4, 8, 1, 3
2117, 8, 4, 5, 1, 1
2119, 10, 4, 5, 1, 1
2120, 7, 4, 5, 1, 1
2121, 5, 4, 5, 1, 1
